	nom_gene	logFC_ActVsCs	PValue_ActVsCs	logFC_RepVsCs	PValue_RepVsCs	logFC_RNAiVsCs	PValue_RNAiVsCs	logFC_ActVsRep	PValue_ActVsRep	logFC_ActVsRNAi	PValue_ActVsRNAi
FBgn0033526	Caf1-105	0.843836405462418	0.000596985552716902	0.330297501694156	0.191404018845595	0.542740138836796	0.0279866479419739	0.513538903768262	0.0382015426673328	0.301096266625622	0.212703938366139
FBgn0033540	Elp2	1.08936194630303	0.00015821126233361	1.19698984295946	3.77852515001699e-05	0.584837280009216	0.0441270222132792	-0.10762789665643	0.701590863547927	0.504524666293817	0.0743930154554022
FBgn0033541	CG12934	4.4295063336479	8.27874647831137e-08	5.74779741928436	3.67912627917692e-11	-0.101601102083736	0.902474735539676	-1.31829108563646	0.0597716710063177	4.53110743573163	5.51860635412889e-08
FBgn0033584	CG7737	1.06541493109488	0.00209367301472709	-0.714631884845349	0.0535720442180069	-2.10491923243668	1.66461253025042e-07	1.78004681594023	1.22359157780973e-06	3.17033416353156	2.35194155840976e-15
FBgn0033652	ths	1.09476071066821	0.000159702216478064	0.318137488472338	0.278232818978208	-5.50367697833283	7.65941733899997e-33	0.776623222195874	0.00737571268009146	6.59843768900105	4.00844739014919e-48
FBgn0033845	mars	0.585790952850297	0.00459122448944364	-0.396819121814188	0.0646963983665306	1.01040909671555	9.25348472374696e-07	0.982610074664485	4.31496484992479e-06	-0.424618143865255	0.0364696075774808
FBgn0033890	Ctf4	1.26325782449101	0.00217047959306028	-0.128043855821007	0.763192532200607	0.231247025636208	0.577586278079949	1.39130168031201	0.000964808530132489	1.0320107988548	0.0118390716958395
FBgn0034013	unc-5	2.39629015755678	2.99153989280664e-33	-1.54474087324801	3.67504898522277e-13	-1.3689054294139	3.06678553031225e-11	3.94103103080479	5.87533318645959e-71	3.76519558697068	3.60154040918375e-68
FBgn0034389	Mctp	0.628107231638734	3.71923132987308e-07	0.268343662609569	0.0299265787014191	-0.574871574278543	3.71003478539792e-06	0.359763569029165	0.00356565289173902	1.20297880591728	7.65248325120804e-22
FBgn0034399	CG15083	1.47762643018963	3.18478447552556e-08	-0.908921694015813	0.00117778848539327	0.00270680811244089	0.991951576578633	2.38654812420544	3.42759257563875e-17	1.47491962207719	3.68169877860352e-08
FBgn0034618	CG9485	1.29260342251221	5.62461636813367e-06	-0.13123079612049	0.658750938470898	0.94115240683631	0.000945594703760499	1.4238342186327	1.19576067562227e-06	0.351451015675903	0.203928548199956
FBgn0034647	pirk	0.686178111137461	3.25450006272619e-05	-1.33680040108647	1.1775163432119e-14	-1.35665740569799	2.68057877320398e-15	2.02297851222393	6.99661901343543e-31	2.04283551683545	6.08495565829195e-32
FBgn0034753	CG2852	1.77330611757247	5.35328347587229e-29	-0.0634620122062957	0.693196815605586	0.0560399635845311	0.723924187340122	1.83676812977877	4.02968068789889e-30	1.71726615398794	2.72630678469892e-27
FBgn0035094	CG9380	2.09146813603087	2.8789791623372e-09	-1.38876933850038	0.000182684969243067	-0.1226426612563	0.724270779305768	3.48023747453125	1.58441480528606e-19	2.21411079728717	4.34099369901661e-10
FBgn0035157	CG13894	1.63319515908837	0.000839815118979342	-1.44633755447861	0.0268696758641845	2.74832834112421	1.07115977354546e-08	3.07953271356698	2.87555588878448e-07	-1.11513318203584	0.0105931160681632
FBgn0035287	CG13937	2.40870157077351	3.78118928866804e-06	0.77500859482822	0.144988037689915	1.07009969674816	0.0391297602232172	1.63369297594529	0.00137867452579602	1.33860187402535	0.00685843174288271
FBgn0035699	CG13300	1.60769870092676	2.97830510642913e-05	-2.00450166917526	2.06479060285321e-05	-2.6892491393666	2.27981322776462e-08	3.61220037010202	5.81201355364166e-15	4.29694784029336	1.41434305211598e-19
FBgn0035726	CG9953	1.46653129993401	3.86723454909384e-14	0.225649670309023	0.257013990201309	0.476562624155904	0.0145387547984319	1.24088162962499	2.11219972513018e-10	0.98996867577811	2.08192454306107e-07
FBgn0035880	Culd	1.12687200682509	1.80910566655899e-06	0.12045206390563	0.613821751330915	-0.602202585556953	0.0124013051156234	1.00641994291946	2.3041707056533e-05	1.72907459238204	1.00157600356671e-12
FBgn0036574	elg1	0.961532689560921	7.30367468842507e-07	-0.590576524686107	0.00396395132218111	0.240480985040612	0.219540372648816	1.55210921424703	2.4667264458812e-14	0.721051704520309	0.000189789285357413
FBgn0037130	Syn1	1.31946103003155	3.85976707179651e-08	0.607008701766917	0.0138801999413942	-0.0128208353016988	0.958954344347407	0.712452328264629	0.00275247217084097	1.33228186533324	3.59644676324197e-08
FBgn0037468	CG1943	0.782400429060185	0.000449216879422544	-1.55730510557079	2.57018413208811e-10	0.270985779585544	0.225753916824629	2.33970553463097	2.76714290357023e-21	0.511414649474641	0.0211583309322376
FBgn0037525	CG17816	0.91372359818581	0.000700019640399767	1.56292652062105	6.28275750420966e-09	0.911930710144119	0.000706691905200302	-0.649202922435241	0.0124393756565008	0.00179288804169028	0.994516311079485
FBgn0037810	sle	0.711016323539951	3.83714920775689e-07	-0.0385547933562501	0.786556801582273	0.713472461645374	3.45497645522519e-07	0.749571116896201	1.25049473514332e-07	-0.00245613810542282	0.985837461211654
FBgn0037963	Cad87A	0.972421025615103	1.45708528572078e-06	-0.830491535997328	5.71110041024329e-05	-1.95999569668796	5.62095318769312e-20	1.80291256161243	6.99882236750741e-18	2.93241672230306	1.09269698122742e-40
FBgn0038118	timeout	0.71266202709464	3.37631791297155e-05	-0.18075065005479	0.304287370487549	-0.139344281841492	0.422615363994304	0.89341267714943	3.47105294871626e-07	0.852006308936132	8.6209373044904e-07
FBgn0038476	kuk	1.0854813010217	1.38353380527936e-08	-0.155370191164121	0.424357379853252	0.515559591538464	0.00697381256192532	1.24085149218582	1.67212628614589e-10	0.569921709483231	0.00255777640452827
FBgn0038504	Sur-8	0.743842341839924	3.00337213217508e-08	0.338200226683746	0.0128907566681728	-0.0577591750208884	0.670678197989147	0.405642115156178	0.00258228334712723	0.801601516860813	2.85201242168149e-09
FBgn0038608	WRNexo	2.86400541151451	1.58340716390497e-06	-1.21997916331904	0.0660725816914473	-0.0521100428514482	0.931486985718342	4.08398457483355	6.40799531057073e-10	2.91611545436595	1.21606645885783e-06
FBgn0038653	Octalpha2R	1.65672287371539	0.0039323683610491	2.69315880738544	3.92437605823666e-06	3.14373238355189	8.68664799320919e-08	-1.03643593367004	0.0557774969144335	-1.4870095098365	0.00603319136792655
FBgn0038704	CG5316	0.647532359110182	0.000602541233582544	0.361961255508422	0.0578504589839086	0.165358499641574	0.383825290258209	0.285571103601759	0.131032602880463	0.482173859468608	0.0105250347106424
FBgn0038881	CG16791	0.981239883573186	2.23448987190775e-14	-0.368097355148077	0.00414257421792564	-0.310609826388724	0.0152244040358968	1.34933723872126	3.20524297874826e-25	1.29184970996191	2.01615559741849e-23
FBgn0039156	CG6178	0.748602769341855	0.00087101336982387	-0.55628687238335	0.0179405535332441	-0.874987178357285	0.000190363266105607	1.3048896417252	2.57718487779908e-08	1.62358994769914	4.40821597804231e-12
FBgn0039338	XNP	0.441720425282679	0.00193311296662538	-0.0536810193313187	0.708927592623348	0.575544059532982	5.28310087195983e-05	0.495401444613998	0.000565452948832817	-0.133823634250304	0.344716259435442
FBgn0039487	gb	2.14654960442394	2.29109176596851e-14	0.961617129835227	0.000797073239744787	1.12932636845738	6.13079340996344e-05	1.18493247458871	1.38068020219176e-05	1.01722323596656	0.000137934095768782
FBgn0039559	NSD	0.55174900630507	0.000589855650081079	0.028816987056407	0.859495194301041	0.391628653056305	0.0147387580454852	0.522932019248663	0.00126681995127856	0.160120353248766	0.315680899369411
FBgn0039644	rdog	2.74300172177058	1.00076568495487e-08	0.490222741516065	0.292248738256805	0.223482376553924	0.629205862670408	2.25277898025452	1.78791627993231e-06	2.51951934521666	1.08175974455895e-07
FBgn0039748	CG15529	0.685668897848825	0.000217658118664985	0.628047420858873	0.000797161435150189	0.123236801816873	0.511685396620551	0.0576214769899514	0.75458038753065	0.562432096031951	0.00242810681683028
FBgn0039776	PH4alphaEFB	0.653714156619635	1.38184268525411e-05	-0.101102156259199	0.515014638015226	0.347794794567804	0.0212632426850329	0.754816312878833	9.41327810240257e-07	0.305919362051831	0.0403889617587319
FBgn0039883	RhoGAP100F	1.73722773380419	1.38441323033859e-10	-0.215113192579901	0.42626760719187	0.626347491378803	0.018787474309164	1.95234092638409	1.29199600473012e-12	1.11088024242539	2.8817574525791e-05
FBgn0040251	Ugt302K1	1.0354038553281	0.00140064718293469	0.553651784101657	0.0924903127074767	0.101032861261066	0.758669485795852	0.481752071226443	0.135043579281094	0.934370994067035	0.00391447614571858
FBgn0040290	RecQ4	1.12322251837743	8.26656934117517e-05	0.0966533553704716	0.743621106739158	1.0001432185536	0.00045542310162896	1.02656916300696	0.00040206633585608	0.12307929982383	0.656815754077154
FBgn0040309	Jafrac1	0.636019115550858	0.000222593198738691	0.402276544328462	0.0206232167173935	0.73293599575533	2.05230065904487e-05	0.233742571222396	0.175284312651597	-0.0969168802044712	0.569115088959483
FBgn0040658	CG13516	1.02430777331426	0.000464004796611329	-0.652534285904122	0.0382664055444423	0.0427156956590532	0.886093557188585	1.67684205921839	7.0603041773068e-08	0.981592077655211	0.000822029906353603
FBgn0040752	Prosap	1.78872703877159	7.27989578132226e-32	-1.0384684492665	4.3093988364464e-11	0.561096874279833	0.000187262904972045	2.82719548803809	2.85581293138005e-68	1.22763016449175	2.2269461686865e-16
FBgn0041164	armi	0.642213692286645	0.00467460839777793	0.297225601708114	0.196987944192121	0.640294197375961	0.00473952415236599	0.344988090578531	0.130214195917318	0.00191949491068469	0.993157958853458
FBgn0041723	rho-5	2.32038162878375	0.000199191465282139	-0.251327910195189	0.697807692087479	0.734457201386025	0.234190155803094	2.57170953897894	7.1464089266927e-05	1.58592442739773	0.0087993668159863
FBgn0041775	tral	0.507544234294695	5.92133129037694e-05	-0.136458574108855	0.282893550406123	0.191961064151454	0.128605583618634	0.64400280840355	4.20234974612517e-07	0.315583170143241	0.0123747280748425
FBgn0042174	NA	0.71403932109365	0.000602390374649845	1.80929626842868	2.75958234627725e-18	2.60808901602813	8.61826237675886e-36	-1.09525694733503	5.66873859676345e-08	-1.89404969493448	6.71464863748339e-21
FBgn0043070	MESK2	1.67254535424253	2.57072363179519e-33	0.274654127180024	0.0441974288675078	-0.625801444103899	5.16321386695821e-06	1.3978912270625	4.92090731146924e-24	2.29834679834642	1.38714678789408e-58
FBgn0046687	Tre1	0.746567410954873	2.5012462720681e-07	0.235361840302694	0.105976242438941	-0.91110946468904	8.44346639886354e-10	0.51120557065218	0.000422790705155675	1.65767687564391	1.64501863149719e-28
FBgn0050085	Rif1	1.49240643663449	4.47575895413539e-07	-0.0497937303834863	0.86792659649707	0.066858595533117	0.82109805534338	1.54220016701797	2.65146729414611e-07	1.42554784110137	1.40552655217614e-06
FBgn0050104	NT5E-2	4.48459332544261	1.33095432653695e-15	0.683591352369994	0.269400701831157	0.430817565923429	0.476392684696167	3.80100197307261	5.29769530138941e-12	4.05377575951918	1.131221937438e-13
FBgn0051092	LpR2	1.44906989410857	3.76259481277728e-09	-0.0449812330721151	0.855006081765773	-3.44245081541227	2.39120253858909e-32	1.49405112718069	1.69875955208096e-09	4.89152070952084	1.28515105522356e-59
FBgn0051108	TTLL5	0.984423422795711	7.93137407739733e-07	0.07349005311066	0.7169844364577	0.569114711313201	0.00432240268687747	0.910933369685051	5.98938347800586e-06	0.41530871148251	0.0347048501937094
FBgn0051163	SKIP	1.27829344582515	1.41401320794989e-15	-0.568918881374695	0.000400681545522577	1.26319830660905	2.93607690874914e-15	1.84721232719985	1.90478559805369e-29	0.0150951392161056	0.923380953481092
FBgn0051363	Jupiter	0.529061741064535	0.000237476729766792	-0.132151986889603	0.363081765553943	-0.234455955006529	0.105151559357362	0.661213727954138	5.39743261917488e-06	0.763517696071064	1.36860120253112e-07
FBgn0051721	Trim9	0.404290907118189	0.00304703478977337	0.18633169623195	0.172521448623152	-1.00465016475639	3.94105312472502e-13	0.21795921088624	0.110356486350767	1.40894107187458	5.53579212418056e-24
FBgn0052056	scramb1	0.41584699166203	0.00225503922439857	0.0152814502073161	0.911200217410328	-0.99220371296882	1.05071860560989e-12	0.400565541454714	0.00344772248882863	1.40805070463085	9.11163343610485e-24
FBgn0052133	Ptip	0.603401741446862	2.59641674661635e-05	0.206041711724165	0.153323980909905	0.789111828078464	3.79916655111677e-08	0.397360029722696	0.00573485560578003	-0.185710086631602	0.191533218483023
FBgn0052251	Claspin	1.20369098389634	2.79168930732752e-06	-0.0200023167062264	0.93952985448215	0.855919815452224	0.000853966616442015	1.22369330060256	2.87696280238124e-06	0.347771168444112	0.165989300204773
FBgn0052373	CG32373	2.05069657051367	8.81728443605345e-21	0.0492880864040437	0.821896472382954	-0.977267072879977	1.25584143303649e-05	2.00140848410963	1.48700515678311e-19	3.02796364339365	3.62194852259004e-39
FBgn0052473	CG32473	0.948756280243141	3.83430300599382e-06	0.163460763917635	0.434776749916358	0.677720177998275	0.000969530823999799	0.785295516325506	0.000149180213217459	0.271036102244865	0.179605667038855
FBgn0052512	CG32512	1.36896928893332	3.48964862709992e-11	-1.31205086792976	6.51023832041697e-09	-0.368598126114885	0.0804889617177746	2.68102015686308	3.78330355843813e-32	1.7375674150482	1.68774607190933e-16
FBgn0052549	CG32549	1.11303858540647	3.22644780885875e-09	-0.802690633684851	3.87622090586762e-05	-0.992897146728649	3.14356113171899e-07	1.91572921909132	2.15523789880518e-22	2.10593573213511	8.63231340036078e-27
FBgn0052732	Setd3	0.625771447899021	0.00188532364590536	0.498569586888692	0.0145016909554993	0.469351785310349	0.0199514290518561	0.127201861010329	0.527327332164284	0.156419662588672	0.431862113476679
FBgn0052791	DIP-alpha	0.846737689156486	2.08289913708982e-09	0.948602125217935	2.478304743361e-11	0.849187490083573	1.80315738849479e-09	-0.101864436061449	0.465390147597126	-0.00244980092708773	0.985911600420724
FBgn0052792	ppk8	1.3013510771387	6.80238051544044e-06	0.400495630699323	0.173837802486195	0.825158345347591	0.00430843903485529	0.900855446439381	0.00185894082390175	0.476192731791113	0.0914592437812256
FBgn0053181	CG33181	2.96962813169363	1.79695601175208e-08	-0.350291295822324	0.497462939551349	-0.252594900677542	0.61878879396936	3.31991942751595	9.87316130514792e-10	3.22222303237117	1.76245411274561e-09
FBgn0083940	RhoU	1.07877082123858	2.53537587586272e-08	1.49381688275848	1.69837990921766e-14	-1.26700112433749	1.92257232118225e-09	-0.415046061519906	0.0274847239377887	2.34577194557606	4.93026011220065e-29
FBgn0085399	CG34370	4.17041932169705	5.39984029156048e-18	0.300949571318472	0.524758107358745	0.236733130884868	0.612125015915263	3.86946975037858	7.30511452363469e-16	3.93368619081218	1.62167579100742e-16
FBgn0086356	tum	0.775213496550193	0.000611694590721866	0.389877006900967	0.0909366788626514	0.649061018895511	0.00415502557985223	0.385336489649227	0.0894767984149495	0.126152477654682	0.570357587955778
FBgn0250816	AGO3	1.20931453113974	9.07638949943669e-08	1.03045930375943	6.9645022091115e-06	1.22387986550512	6.07933352170587e-08	0.178855227380309	0.418007909227867	-0.0145653343653769	0.946477450966803
FBgn0250867	CG42238	0.53795334506334	0.000107131579509005	0.493481228508692	0.000389235698118077	-0.860931790768191	1.00752138230721e-09	0.0444721165546472	0.748231944470834	1.39888513583153	7.17798697184873e-23
FBgn0250907	Cht10	2.47096282062909	1.5814551014503e-09	0.919106774126772	0.0294058284467616	0.620121280767884	0.138010612930963	1.55185604650232	9.15660566630851e-05	1.85084153986121	2.90523908979907e-06
FBgn0259113	DNApol-alpha180	0.959602236572549	7.5960520034334e-06	0.137971396480949	0.525231077134867	0.511552026440967	0.0170735507171975	0.8216308400916	0.000138490469470096	0.448050210131582	0.0344524210043278
FBgn0259170	alpha-Man-Ia	1.61167923695177	2.15397151126242e-25	-0.281664460188924	0.0680281911023899	-0.294619315031841	0.0550413768805797	1.8933436971407	2.32510059363219e-33	1.90629855198361	4.71623181962333e-34
FBgn0259242	CG42340	1.25889001282866	2.34457549903611e-05	0.425025027354275	0.162585547051468	0.234523595119035	0.437211224709179	0.83386498547438	0.00506463854353449	1.02436641770962	0.000535934690686415
FBgn0259682	Jabba	1.93781677720852	8.0119876422474e-27	0.061698105959132	0.737153438827828	-1.07627538676173	1.57367143624632e-08	1.87611867124938	1.04966532378565e-24	3.01409216397024	5.00476453685327e-55
FBgn0259745	wech	0.677303537427377	2.21235133078175e-05	-0.431423927184871	0.00722948655061595	-0.147100769669159	0.356703468024913	1.10872746461225	7.15182803177633e-12	0.824404307096536	2.67355604456892e-07
FBgn0259923	38231	0.847706483695542	1.90778441112684e-07	-1.8519706222372	5.62160019334938e-26	-0.771472685798016	3.19345242731162e-06	2.69967710593275	1.19909732757582e-51	1.61917916949356	3.64202007195119e-22
FBgn0260477	CG30283	1.27338174641501	0.0013632755935106	0.436456326479268	0.281909607044026	-1.9250171168514	2.2217920743233e-05	0.836925419935741	0.0352908162538822	3.19839886326641	1.64547282038793e-12
FBgn0260995	dpr21	0.892893599374897	4.52760457606917e-06	0.564475175595911	0.00396296091461672	0.664667696866635	0.000640128829638474	0.328418423778985	0.0895328212781739	0.228225902508261	0.234409697918224
FBgn0261239	Hr39	0.710384928308774	0.000110189967908196	0.180890799303024	0.329336837071663	0.618140986448813	0.000762933596932953	0.529494129005749	0.00410776773716532	0.0922439418599608	0.611970681311423
FBgn0261243	Psa	0.812629448098098	7.57938231969292e-08	-0.16893972464142	0.265693267158164	-0.947057073930274	6.82353661167468e-10	0.981569172739518	1.21960768232671e-10	1.75968652202837	1.29136358843408e-29
FBgn0261244	inaE	2.49193722404294	1.05035558509215e-17	-0.740251189479875	0.0153401459550587	-0.712618173288419	0.0165410525174406	3.23218841352281	1.85309836290285e-25	3.20455539733136	5.43469368484594e-26
FBgn0261260	mgl	1.09525623698928	6.78163693422786e-16	-0.107142345048123	0.425507927211225	-0.33430990472168	0.012946408244584	1.2023985820374	1.02051383222995e-18	1.42956614171096	1.47844340760668e-25
FBgn0261285	Ppcs	0.560867809955935	0.00201678504984809	0.000546269280932348	0.997642717729472	-0.248332829572675	0.17814184861605	0.560321540675002	0.00234866945483487	0.80920063952861	1.06614248683651e-05
FBgn0261397	didum	0.484144122440134	0.00163408829718622	0.0276858311483779	0.859770961624738	0.0809277315851562	0.600805944685135	0.456458291291756	0.00341549738904402	0.403216390854977	0.00877090391974049
FBgn0261461	RhoGAP18B	0.540823975827847	7.62255339419783e-06	-0.329708536657231	0.00659002055907	0.0782781363813345	0.51661006190431	0.870532512485078	9.33001945878348e-13	0.462545839446513	0.000128384336602399
FBgn0261564	ReepA	0.920409917620391	4.89532095503776e-09	0.193934933758336	0.22462125251271	0.226786791065394	0.151586998833868	0.726474983862055	4.41095292489926e-06	0.693623126554997	9.53277154315562e-06
FBgn0261565	Lmpt	0.812715719789187	1.54717186762021e-07	-0.536449121203713	0.000570320198098431	-0.994182379959027	2.19592603537136e-10	1.3491648409929	1.06803288671775e-17	1.80689809974821	8.54782067038078e-30
FBgn0261610	CG42699	0.688380888345755	0.00067706801357877	0.211972345122016	0.307848278609927	0.669814140378254	0.000924207053457976	0.476408543223739	0.0201484330578441	0.0185667479675011	0.925596434287931
FBgn0261797	Dhc64C	0.527940442239092	0.00388388127195547	0.392368633190606	0.0318417803167612	0.00883989580942465	0.96136986590442	0.135571809048486	0.457451752502916	0.519100546429667	0.00453118324431408
FBgn0261801	CG42747	1.73387736972638	2.13000414156055e-11	-2.66625831267634	5.09966666124708e-19	-3.67360783998858	7.9473369183616e-31	4.40013568240272	2.9397947513132e-46	5.40748520971496	3.13576714550698e-61
FBgn0261873	sdt	1.94540536684118	5.77739548827727e-05	0.280596512375522	0.574836446603226	2.89556670390429	4.01268136746423e-09	1.66480885446566	0.0006372356344645	-0.950161337063105	0.0359845848011253
FBgn0262018	CadN2	3.8874344889448	3.07196095279861e-12	2.80645876113692	4.50677334367039e-07	1.27890901323517	0.0254360277302337	1.08097572780788	0.02300874132564	2.60852547570963	3.16100961919236e-07
FBgn0262123	l(2)41Ab	1.16228702678258	4.89344290208757e-06	0.54664420397355	0.0313024111551248	0.440878222121103	0.0815615728286767	0.61564282280903	0.0146227325133221	0.721408804661477	0.00419000955328787
FBgn0262619	DNAlig1	1.15547939012829	0.000196696558903007	0.229783414492845	0.470453513795595	0.883473271964361	0.00441817483584465	0.925695975635445	0.00305656172528432	0.272006118163929	0.367743771065272
FBgn0262624	Tmhs	0.867860331096148	1.59441479964302e-06	-0.573545699180792	0.0019046431242947	-0.318692839430231	0.0803029196630158	1.44140603027694	8.94967046391442e-15	1.18655317052638	8.80216999171035e-11
FBgn0262647	Nup160	0.573529139982859	0.00149349288973672	0.141744209349868	0.439010582047953	-1.3643412647172	1.2423619755955e-12	0.431784930632991	0.0177456529323587	1.93787040470005	8.59983834886352e-24
FBgn0262738	norpA	1.1443460308814	1.2922350119122e-16	-0.394490527955828	0.0053248328528277	0.136857472608789	0.323272421709854	1.53883655883723	2.3522352398997e-27	1.00748855827261	2.8727718570927e-13
FBgn0262740	Evi5	0.531060558097064	0.000496126769935844	-0.123017174181846	0.431420901076249	0.208054115878682	0.174162088442933	0.65407773227891	2.63287700236062e-05	0.323006442218382	0.0336788754620414
FBgn0263005	Chpf	0.525079230864012	0.00312706455539663	-0.384763275782346	0.0355957211490696	-0.901620282396382	1.04011827761426e-06	0.909842506646357	6.39588309569404e-07	1.42669951326039	1.16880518089657e-14
FBgn0263346	smash	0.513971840159865	0.000220283455576501	0.160720100120334	0.247548828520996	-1.32632397109685	8.13842176424299e-21	0.353251740039531	0.0110724681919266	1.84029581125672	1.43625141402423e-37
FBgn0263397	Ih	0.813940743234976	3.27470429322522e-09	0.284071616397481	0.0386690075838561	-1.23125456793573	1.79400243770801e-18	0.529869126837495	0.000113602967831864	2.0451953111707	2.29105780499112e-46
FBgn0263782	Hmgcr	1.21839499897678	9.42644292909153e-06	-0.456729771892927	0.096138769043852	-0.270444628432133	0.321683500987826	1.67512477086971	2.14025944979272e-09	1.48883962740892	7.90333842758232e-08
FBgn0263832	Rcd5	0.566427152699205	0.000213529967529954	0.148237564152289	0.340414325670533	-0.0664911441277755	0.667260714280926	0.418189588546915	0.00678440731056641	0.63291829682698	3.90866020487845e-05
FBgn0263873	sick	0.795080127886529	2.80985461560628e-07	0.835595174816834	7.23290734188355e-08	0.597584030933206	0.000110544346180621	-0.0405150469303054	0.791964449197141	0.197496096953323	0.198264567689419
FBgn0263979	Caf1-55	0.631271139265079	0.001385021167932	0.197252756937555	0.323672092933865	0.581844597993583	0.00318153746028805	0.434018382327524	0.0288240536749703	0.0494265412714957	0.800206236742927
FBgn0263995	cpo	0.594414430189436	0.000813820038418079	-0.47638715818424	0.00735184003426994	-0.429384648595528	0.0155515393552834	1.07080158837368	2.29346887868143e-09	1.02379907878496	1.04293018693872e-08
FBgn0264326	DNApol-epsilon255	1.22562125903213	1.36220117804229e-06	-0.0148602967213738	0.954117114206518	0.475084987934668	0.0610475399100855	1.2404815557535	1.38271070273386e-06	0.750536271097462	0.00273012884983432
FBgn0264449	CG43867	0.545407923691091	0.00033495530247202	0.374492134011944	0.0143316856936787	-1.42342572382642	6.30555281416641e-19	0.170915789679147	0.261281744140193	1.96883364751751	2.80731515450877e-34
FBgn0264495	gpp	0.448583386192847	0.00123235603724358	-0.246577820311953	0.0766745481302426	0.849878034738992	1.06327615424926e-09	0.6951612065048	6.49015618894473e-07	-0.401294648546146	0.00375914546440148
FBgn0265434	zip	0.357211800783677	0.00193040609834727	-0.213940432906733	0.0633476394508444	-0.648818975549433	2.02072147151371e-08	0.57115223369041	7.65306750573547e-07	1.00603077633311	5.09625983267488e-18
FBgn0266005	lncRNA:CR44779	1.87364988608013	2.2197700489916e-18	-0.12092048421263	0.576718622387565	-0.239612603989032	0.265769333922869	1.99457037029276	5.28928926723689e-20	2.11326249006916	2.37667761474885e-22
FBgn0266084	Fhos	1.67376951128281	1.89513879999046e-07	0.253748045465237	0.431976124144161	-1.03964829073667	0.0017662761606521	1.42002146581758	1.03232489767703e-05	2.71341780201949	1.33062564311149e-15
FBgn0266129	lov	3.69692072628879	2.16194197447596e-08	0.0906067772490143	0.900701399439433	0.464764784724182	0.487839130847989	3.60631394903978	1.15561787267898e-07	3.23215594156461	5.14923202419905e-07
FBgn0266258	lncRNA:CR44953	5.32333820402023	1.66612490107929e-37	-0.276831691341858	0.591051797631741	-1.48406254212581	0.00940246041275036	5.60016989536209	5.5461476460031e-37	6.80740074614604	4.7847369199267e-46
FBgn0266350	lncRNA:CR44999	0.569778778028306	2.25425190427353e-05	-0.0525460389162129	0.696739456094109	0.486860772810648	0.00029025109348892	0.622324816944519	4.06797466036505e-06	0.0829180052176579	0.535548206402913
FBgn0266570	NO66	0.601668742144048	0.000878969375833606	0.407747315450795	0.0265930726822818	0.630857308718128	0.000474813941768821	0.193921426693253	0.285386061204634	-0.0291885665740807	0.869696159195725
FBgn0266757	mfr	10.1834672707825	6.3253199976962e-29	3.86515409280013	0.00974145326968326	0	1	6.3183131779824	9.9917131359122e-21	10.1834672707825	4.85413818319809e-28
FBgn0267228	lncRNA:CR45668	0.813744933093913	0.00408501085492556	-0.153347647979142	0.597026106664899	-1.08291319619818	0.000261204911572294	0.967092581073055	0.000822279992521145	1.89665812929209	1.97683444958368e-10
FBgn0267348	LanB2	0.43664295844541	0.00271298239545512	-0.22258009166354	0.129760295466319	-1.5343193982053	4.93610526314806e-24	0.659223050108949	7.43682157112605e-06	1.97096235665071	6.52807486867174e-38
FBgn0267428	DIP-lambda	1.96270451957956	1.05380552548675e-06	0.58888274057738	0.160306978855669	1.64917643370864	4.21404314573009e-05	1.37382177900218	0.000540138637179267	0.313528085870917	0.401841613257922
FBgn0267429	lovit	0.950536272432994	0.000233041458487181	1.98201856628569	8.29603022767948e-15	2.44443004624389	6.5248762487776e-22	-1.0314822938527	2.39384308022767e-05	-1.4938937738109	6.72119697869822e-10
FBgn0267698	Pak	0.416550705634919	0.00125507142486574	-0.0550128210115488	0.672527718135671	-0.916225940842912	3.73562734107621e-12	0.471563526646468	0.000290298053351155	1.33277664647783	8.88963455713133e-24
FBgn0267727	NA	1.53574933538486	1.95055387860271e-07	-1.27855816278223	6.47828300389554e-05	-0.434340190891396	0.1480453832641	2.81430749816708	3.22656940354975e-18	1.97008952627625	6.87733666873455e-11
FBgn0267824	PRAS40	0.603927748791941	2.68369027081044e-05	-1.2779854971021	2.01711650162323e-17	0.43804192965167	0.00231247372411916	1.88191324589404	2.86362122840465e-35	0.165885819140271	0.246218350675505
FBgn0283451	br	3.58639310328784	7.04957563234541e-96	-2.06007355527906	3.24527537785576e-34	2.86945275038172	7.79245886811552e-66	5.6464666585669	2.50921523018292e-188	0.716940352906118	4.39758189260812e-06
FBgn0284248	Cyt-c-p	0.59981563538689	0.000961605810148158	-0.510488024730745	0.00705479040212994	-0.584829737522557	0.00177324436899675	1.11030366011763	4.13530498587037e-09	1.18464537290945	2.21794094176514e-10
FBgn0000015	Abd-B	-1.72494765446079	0.001633770167509	-1.00138851879914	0.0594462700915741	1.85764790293761	9.59088486373021e-05	-0.723559135661648	0.22210898336486	-3.5825955573984	3.83948593279557e-11
FBgn0001098	Gdh	-1.30528217414203	7.8872280912611e-22	0.975487308874991	1.16591991120401e-13	-0.0650034087028077	0.620306638225749	-2.28076948301702	8.44488227959598e-61	-1.24027876543922	7.89075879584713e-20
FBgn0002778	mnd	-0.975322091014611	0.000348341140780665	0.974902999281549	0.000173018663687379	-1.24431728756325	6.74241278134425e-06	-1.95022509029616	1.09971060256068e-12	0.268995196548642	0.347746040651303
