FBID	SYMBOL	logFC_ActVsCs	logCPM_ActVsCs	LR_ActVsCs	PValue_ActVsCs	logFC_RNAiVsCs	logCPM_RNAiVsCs	LR_RNAiVsCs	PValue_RNAiVsCs
FBgn0031060	Tcs4	0.749761777779954	2.98702304732422	4.67040442811411	0.0306867004241779	0.650509499084629	2.98702304732422	3.55653312490294	0.0593114934858957
FBgn0031249	CG11911	-0.901860065412909	10.7790820618025	6.23559920166826	0.0125207221494864	0.355598887615821	10.7790820618025	0.927348400648043	0.33555289069807
FBgn0031263	Tspo	1.0381794996995	6.86364301589484	4.14143732589125	0.0418456241274826	0.210761165389853	6.86364301589484	0.180386965138041	0.671040899542279
FBgn0031294	IA-2	0.511834345301229	7.34861514519051	4.23256991836888	0.0396553534670219	0.474747494328421	7.34861514519051	3.65224001425642	0.0559938555625009
FBgn0031381	Npc2a	2.30646178151902	2.66250759046726	36.6677625635554	1.4007682663891e-09	-0.0749057241762746	2.66250759046726	0.0419288420991393	0.837755472380591
FBgn0031432	Cyp309a1	1.43070284793126	4.46362109928868	5.56071283024821	0.0183679337901441	1.67821721772757	4.46362109928868	7.49238107761026	0.0061960574425176
FBgn0031457	Snx21	0.906084099412162	3.54507038728113	8.92781652896502	0.00280859906789171	0.457326417978612	3.54507038728113	2.3320014445511	0.126738830511924
FBgn0031459	HINT1	-0.611575506360826	5.83423495159914	8.92632818003931	0.00281088872884437	-0.122421633938641	5.83423495159914	0.35500778238584	0.551291943516044
FBgn0031483	CG9641	2.73936007545066	2.42645948090885	30.9834875009816	2.60233029048234e-08	2.56318542163312	2.42645948090885	27.5318211556088	1.54530996086489e-07
FBgn0031518	CG3277	-0.733074134414345	6.43017984043216	12.4792533242014	0.00041149664381528	0.0155744888256937	6.43017984043216	0.00553678583386485	0.940684484926664
FBgn0031529	CG9662	1.50986468720918	1.21043218983765	9.3629612828919	0.00221414134040481	-0.294065260051429	1.21043218983765	0.365038238407829	0.545721354351597
FBgn0031609	CG15443	1.24829857278337	2.78893669966275	10.5018328126292	0.00119256194142452	1.26355902841788	2.78893669966275	10.8204725974617	0.00100383862042792
FBgn0031661	Gmd	0.74413727413307	5.16103252397106	10.8892685341144	0.000967230179318563	0.106921995304094	5.16103252397106	0.232389297892244	0.629757831759316
FBgn0031717	Oscillin	-1.08499227910865	3.45046305325841	10.1872609779782	0.00141414216336088	-0.0551147195116231	3.45046305325841	0.0263201321242263	0.871120952001294
FBgn0031752	CG9044	0.514651765354696	6.68745188574058	4.58928370833539	0.0321724568238107	0.423185158624996	6.68745188574058	3.12283061061582	0.077202566531601
FBgn0031756	CG13992	0.630889039140438	3.79559329431032	3.95105833565994	0.0468418992132363	0.742350778303711	3.79559329431032	5.46510934163921	0.0193998401991428
FBgn0031860	Daao2	-0.886883350079241	3.72172296851822	5.44285812922059	0.0196484925634389	0.636983106959235	3.72172296851822	2.70486433093802	0.100042592295483
FBgn0031881	MME1	-0.726631469063177	3.96684417768368	5.9177615239009	0.0149889901060037	0.0618286282924276	3.96684417768368	0.0425469761166184	0.836580648814344
FBgn0031888	Pvf2	2.3194544597754	0.555269278341183	6.75979450301727	0.00932344967198071	-0.382190069366108	0.555269278341183	0.204544382530745	0.651077487767646
FBgn0031902	Wnt6	1.63480275139224	1.55398153385239	7.7495248149927	0.00537266759966019	1.22185319741219	1.55398153385239	4.45250208483093	0.0348501498924034
FBgn0031906	CG5160	-1.99321196721536	4.4590650640997	37.1489692749318	1.09440578859914e-09	-0.142669435299565	4.4590650640997	0.193333674184137	0.660156392513278
FBgn0031930	CG7025	-0.98090568056123	7.57038847438507	7.85987545368641	0.00505438739960773	-0.0787251222187409	7.57038847438507	0.0495361362420681	0.823872405682978
FBgn0032002	CG8353	1.93717363604283	3.98672811644893	25.2677671636402	4.98977998633605e-07	-0.143956662427147	3.98672811644893	0.1576457100079	0.691333368769579
FBgn0032004	CG8292	1.2069698313032	1.3779078056712	5.2330955716191	0.0221610576298482	1.23112498227754	1.3779078056712	5.48287373070412	0.0192036631424541
FBgn0032005	Snx6	0.802576175537487	5.89243650024045	11.8389873546688	0.000580033605739044	0.297422098761991	5.89243650024045	1.67670878087888	0.195362352733463
FBgn0032006	Pvr	0.599122887209701	8.11423354629233	6.14291005433779	0.0131940005467907	0.254536129724013	8.11423354629233	1.1322639187311	0.287292955661158
FBgn0032029	CG17292	-0.745544752717805	4.60412808841127	9.02011678483671	0.00267024331883735	0.0976259965899295	4.60412808841127	0.153190694059422	0.695504675752192
FBgn0032059	PrBP	0.761869314349383	2.6155591095779	4.71070294777202	0.0299753922620497	0.346041567750303	2.6155591095779	0.992225918360798	0.319198948494027
FBgn0032069	LManVI	-0.990204191286372	10.7765474802625	5.60955177293545	0.0178628316492756	0.178990334220511	10.7765474802625	0.176922822275628	0.674031165035088
FBgn0032086	CG17906	-0.857594745668532	2.84676663746022	5.60797989668309	0.0178788628759284	1.05798523521162	2.84676663746022	8.34280659961804	0.00387217347948319
FBgn0032123	Oatp30B	0.969210671121615	4.27477767699694	12.7151326927306	0.000362708554039029	-0.206994297238533	4.27477767699694	0.610572425277004	0.434572363296318
FBgn0032138	CG4364	-0.608791367983349	7.49479884392568	5.74114384635817	0.0165719968234338	0.227360002061962	7.49479884392568	0.777032143129041	0.378050355535878
FBgn0032144	CG17633	-1.35278412621135	12.5695468931098	19.4270844923612	1.04514317270682e-05	-0.174010432216162	12.5695468931098	0.315370070889912	0.574403439089195
FBgn0032156	CG13124	1.21980479830624	5.14278385407353	11.5287141788212	0.000685293968016788	0.272398742182115	5.14278385407353	0.611962083315341	0.434050006134101
FBgn0032198	eEF1delta	-0.71613438392501	5.99729212814095	6.50366346965831	0.0107652453137461	0.34812555804835	5.99729212814095	1.48426143958872	0.223108968979263
FBgn0032222	Cox10	-0.578383087867266	5.01626292331848	5.10757742151072	0.0238215608631464	-0.0103319668405025	5.01626292331848	0.00161381396636884	0.967955758425745
FBgn0032376	Tsp33B	1.50700641557858	0.558849313579777	5.09279133355074	0.0240254907780296	2.18362229363018	0.558849313579777	10.5784604085685	0.00114412903791346
FBgn0032414	CG17211	1.55711514839626	1.55311745674645	10.1058160108627	0.00147802134185575	0.900428310148322	1.55311745674645	3.49089210845699	0.0617073230262419
FBgn0032439	Ref2	2.34022222651127	4.07682967483387	8.42719062466004	0.00369651029082016	1.30800626287984	4.07682967483387	2.89633955315556	0.088780949494037
FBgn0032451	spict	0.90197894389546	5.65290141267424	11.1863899137454	0.000823995080996539	0.525115795983171	5.65290141267424	3.88936351261247	0.0485928359326481
FBgn0032513	CG6565	-0.56547987777424	4.55307760342571	5.95122765616186	0.0147070403007726	0.0256800322588268	4.55307760342571	0.0122272410468107	0.911951901281952
FBgn0032603	CG17928	-1.30099723236334	2.5567384829502	5.58805429299593	0.0180833721874058	0.098221806467522	2.5567384829502	0.0315731174263689	0.858967806386247
FBgn0032633	Lrch	1.06810614138732	6.06885477886638	18.3402095878911	1.84766012278324e-05	-0.0214432107690583	6.06885477886638	0.00787848475370367	0.929271988749245
FBgn0032634	Polr2J	0.976250597380611	1.56832192100022	4.23292236747971	0.0396471203132271	0.957041520999641	1.56832192100022	4.10692876745878	0.0427078516807982
FBgn0032681	CG10283	1.70013889798963	2.56435410442714	14.5329533494947	0.000137729175845592	-0.031785803864596	2.56435410442714	0.00550378897891246	0.940861171496864
FBgn0032683	kon	3.00549751977581	2.912676821774	33.0799490681666	8.8446127589033e-09	0.233403315291912	2.912676821774	0.236351524062467	0.626853744876793
FBgn0032684	Ugt301D1	2.27427971782479	4.6052912614802	38.6221736861471	5.14312943131113e-10	0.0403155271091937	4.6052912614802	0.0141126723534892	0.905436368426948
FBgn0032701	CG10341	0.588443860604245	4.85924499589064	5.99627027844304	0.0143361545364878	0.186894384510613	4.85924499589064	0.618138688181924	0.431739803122219
FBgn0032713	Ugt36D1	-1.57256090973074	3.47287522416393	24.9739405797079	5.81104492465652e-07	0.142674781187368	3.47287522416393	0.209303319972697	0.647314003425789
FBgn0032723	ssp3	-0.5009057275807	5.27785331476241	4.24677268673983	0.0393249949211335	-0.187311869369493	5.27785331476241	0.591528974287151	0.441828482170822
FBgn0032726	CG10621	-0.833225463861823	4.58858335028273	11.8501761820055	0.000576558906689573	0.228837767518971	4.58858335028273	0.883050710634315	0.347367473663197
FBgn0032774	CG17549	1.46641990725949	2.94914491266818	15.9579484272726	6.47652605228858e-05	0.115968240627659	2.94914491266818	0.106064445929808	0.744669981828722
FBgn0032775	CG17544	2.29775109112347	6.51952985738178	51.6932922548786	6.48840445124804e-13	0.15227995092416	6.51952985738178	0.268136034392917	0.604584885557908
FBgn0032817	CG10631	-0.479047764750129	6.39231130399132	4.42015798686651	0.0355167478000762	-0.00341181599721576	6.39231130399132	0.000221268734094338	0.988131821451286
FBgn0032839	AANATL3	2.50812468136401	1.78438107873161	15.7767547174675	7.12728230307618e-05	1.20201123123255	1.78438107873161	3.95365479456935	0.0467696854148249
FBgn0032935	Atg18b	1.34072323640706	4.58832496506526	11.8559698986641	0.000574767930092196	-0.360169831026932	4.58832496506526	0.939217994588661	0.332479034606279
FBgn0033075		-0.486478845194638	7.83409711626481	4.42456478254616	0.0354251463319941	-0.18688494102679	7.83409711626481	0.647269112322533	0.421090738512092
FBgn0033110	CG9447	-0.431665588927295	5.61550542260627	4.05969620562134	0.0439183998366659	0.187462699506843	5.61550542260627	0.753851180200634	0.385259656835867
FBgn0033127	Tsp42Ef	0.788912954123313	6.14267341281311	10.618179483202	0.00111981240638178	0.383778188598777	6.14267341281311	2.57847525608435	0.108325962703816
FBgn0033128	Tsp42Eg	0.625709245679185	4.45299922506921	4.51193945283855	0.0336590542374864	0.0937366099047063	4.45299922506921	0.104079109839743	0.746988391708921
FBgn0033134	Tsp42El	1.59625469190067	3.20713914672952	15.8043628835931	7.02403552081319e-05	0.0492638082986544	3.20713914672952	0.0163315615792143	0.898311208422017
FBgn0033137	Tsp42Ep	1.13133115498284	3.3301911170146	9.67871712384306	0.00186414744243204	0.311652005334748	3.3301911170146	0.7674338516563	0.381012083394997
FBgn0033159	Dscam1	1.85349445625879	5.10567601660842	50.8584247006753	9.92742546637724e-13	-0.0644462921977807	5.10567601660842	0.0688746624117549	0.792982371433897
FBgn0033177	CG11141	1.16109473249737	4.5591879998093	13.130814175316	0.000290478515716261	0.975799486354133	4.5591879998093	9.4168967155856	0.00214995061039154
FBgn0033215	Dgat2	-1.09145795411035	2.69506776414168	7.36370754713761	0.00665534200689783	0.210104661419596	2.69506776414168	0.273486786286226	0.601002339073983
FBgn0033216	CG1946	-0.872697419213687	3.97658388728168	9.20666554892443	0.00241135506637456	-0.112866485209003	3.97658388728168	0.153841948186679	0.694890563301008
FBgn0033266	Socs44A	0.828089079312998	4.98930111730643	7.40117434814418	0.00651813116602253	0.282870933158324	4.98930111730643	0.892602999283337	0.344772893303445
FBgn0033292	Cyp4ad1	0.584855386152262	6.74597225423739	4.25586263267496	0.0391150775886013	0.675204045570218	6.74597225423739	5.64335561990265	0.0175216407656831
FBgn0033302	Cyp6a14	1.63275552574551	5.84163381544609	35.795962963651	2.19101430859933e-09	1.32094121022157	5.84163381544609	24.0613562396668	9.33142963601358e-07
FBgn0033313	Cirl	1.39441597110667	5.68380994675661	30.9853240206272	2.59986903978963e-08	0.365834481647438	5.68380994675661	2.28447920400036	0.130673998405951
FBgn0033317	CG8635	-0.455510099289211	5.29438353169157	3.90186692588777	0.0482324816079231	0.0203663034720521	5.29438353169157	0.0077306315432466	0.929937073243365
FBgn0033377	Pgm2a	0.525281462427948	5.51846129447895	5.46887033410318	0.0193581343728589	0.175887742899148	5.51846129447895	0.625324261009808	0.429075610888945
FBgn0033413	prel	-0.763484229851427	5.72509638810947	8.96322264919247	0.00275468552476459	-0.0568252479820603	5.72509638810947	0.0489451428204362	0.82490907542326
FBgn0033437	CG12926	0.608265576560328	5.06356029801843	4.93351635158144	0.0263406658214259	-0.101142319815076	5.06356029801843	0.141232077758402	0.707059219620771
FBgn0033438	Mmp2	1.66009772954401	5.78292217029789	13.5935425482401	0.000226964911138107	-0.353620586854715	5.78292217029789	0.701496462745887	0.40228131750323
FBgn0033443	CG1698	0.692209313357756	6.13382825241593	8.60352715087356	0.00335512587171572	0.168544508483393	6.13382825241593	0.525759066409338	0.468395313618459
FBgn0033446	CG1648	1.08902793202549	2.05046040117716	6.38588880923072	0.011503114551588	0.736277776850377	2.05046040117716	2.97913312587764	0.0843444356241761
FBgn0033447	dila	0.93807074341576	4.16317944124612	4.21633897207759	0.0400364560742728	1.80365547842387	4.16317944124612	14.5901778710442	0.000133609135560395
FBgn0033451	Marc	-0.807649864159058	4.29771365938133	7.70336284764124	0.00551180414275895	0.174626019210714	4.29771365938133	0.355174210426084	0.551198648228321
FBgn0033500	Csgalnact	2.47470180949845	2.50294276263412	10.519686243937	0.00118109535796803	1.12064897044203	2.50294276263412	2.41320966293803	0.120315453511306
FBgn0033539	Git	0.559857801304096	4.33402080881139	4.9571934394214	0.0259823439470719	-0.0134969500232675	4.33402080881139	0.00295712051223163	0.956632880964661
FBgn0033558	CG12344	1.97329285997976	1.92083862148056	14.6368664764158	0.000130339729641307	2.18817226631064	1.92083862148056	17.8847474187975	2.34694554417132e-05
FBgn0033582	CG9084	0.699812069379771	5.52572114368596	6.83652786293513	0.00893122689552137	0.0877355602403169	5.52572114368596	0.111174543675096	0.73881087659171
FBgn0033608	CG13220	0.691040425012275	3.90388684496342	4.7451214037297	0.0293814803854082	0.50050816367027	3.90388684496342	2.52400693946657	0.11212534882655
FBgn0033609	Fbl6	-0.508073940456984	4.24957767268134	3.92814507531223	0.0474842927996594	-0.0732922970321756	4.24957767268134	0.0816711499153637	0.775045365525937
FBgn0033638	atos	-0.824575192790239	7.41606481182621	9.3055334075961	0.0022846278060531	-0.296188813836313	7.41606481182621	1.18725902744973	0.275883140939652
FBgn0033649	pyr	-0.448882636733684	6.03594231006382	4.58817363839903	0.0321933009865459	-0.159025051183297	6.03594231006382	0.573065021817881	0.449043522516547
FBgn0033781	CG13319	0.60942574450232	2.92475488795303	4.05816701272944	0.0439581904549224	-0.0625333284929022	2.92475488795303	0.0436828256869664	0.834444829042454
FBgn0033821	CG10799	-1.27060831014834	6.02249221814941	4.72777223164658	0.029679303395188	0.342098953024355	6.02249221814941	0.328323643321785	0.566647858860845
FBgn0033890	Ctf4	2.0054990311028	1.7833227112271	16.0581244148419	6.14274988356799e-05	1.71372458516178	1.7833227112271	11.9665944446638	0.000541628420437658
FBgn0033902	eIF3m	-0.595923224165557	7.26434740361107	4.66716504419202	0.0307446375455441	0.0786847569034996	7.26434740361107	0.0795627195481075	0.777890876375514
FBgn0033926	Arc1	1.15675216551126	9.7994797640309	17.3769926607365	3.06513916858238e-05	0.103360488533022	9.7994797640309	0.148900056917469	0.699588727053391
FBgn0033945	CG12868	1.38390951690906	2.83039929172964	17.0864017981705	3.57171283574441e-05	0.0789989766157106	2.83039929172964	0.0584210937288221	0.80900909690279
FBgn0033981		-0.975668620732834	4.81898730521157	10.487432960753	0.00120189244387463	-0.0478332691152698	4.81898730521157	0.0248834278143732	0.874657882411982
FBgn0033982	Cyp317a1	0.5532468405456	5.27932486230773	5.4850467462116	0.0191798070703458	0.521819787043999	5.27932486230773	4.90210105529881	0.0268240402292023
FBgn0034031	CG12963	-0.619405154601526	7.53220110799595	6.89937961145455	0.00862256660831374	-0.197448714921028	7.53220110799595	0.693338986442516	0.405030984385036
FBgn0034047	cGlr1	2.1760818931726	3.19176537133443	29.7615960843437	4.88575092386539e-08	-1.52276850617631	3.19176537133443	15.7507259322061	7.22602047957604e-05
FBgn0034059	CG8320	-0.807353885661243	3.08666938425081	6.40360620746002	0.0113888797314279	0.203505625545848	3.08666938425081	0.408006311432143	0.522983161311439
FBgn0034073	CG8414	0.569461024375376	6.02096281169728	5.70855239396241	0.016882455459766	0.474184229841296	6.02096281169728	3.9866013877755	0.0458634849558619
FBgn0034160	CG5550	1.15946934937942	5.64511523527682	9.95900345613848	0.00160064672707751	-0.679218118994915	5.64511523527682	3.74549913895918	0.0529499104590634
FBgn0034179	CG6805	1.20903170030365	1.71098663728923	3.87316088879275	0.0490640362576232	0.589141929066835	1.71098663728923	0.954873026692713	0.328482004286503
FBgn0034184	CG9646	0.895128187082494	4.45760080167416	9.62525736204223	0.00191919554327299	0.188386575653775	4.45760080167416	0.443147018033512	0.505607421776948
FBgn0034187	Mov10	3.77809917330439	6.55532739015523	15.6627126221953	7.57019986532013e-05	-1.09881940176458	6.55532739015523	1.90622426220048	0.167383277573542
FBgn0034246	Dcr-2	0.552518493980334	6.78480457576888	6.11160058625836	0.0134297455061899	0.138717495467523	6.78480457576888	0.394396508277055	0.529997416141472
FBgn0034296	CG10912	1.00115784718377	8.86952696623947	7.31365919042855	0.00684324384059482	-0.398480173952886	8.86952696623947	1.25301054649753	0.262978257261536
FBgn0034312	CG10916	1.7604505022172	3.32764426070005	24.5583466819252	7.20933808344384e-07	1.1672829341846	3.32764426070005	11.2462685186917	0.000797832479776583
FBgn0034317	CG14499	4.60474147412783	5.55841968784824	12.0247807851643	0.000524978726428481	1.94664825907517	5.55841968784824	2.84854711042884	0.0914565526533362
FBgn0034351	rswl	-0.816256677168933	3.24407545935813	5.67882936942649	0.0171708205133682	0.362154005653797	3.24407545935813	1.10691492028957	0.292753560905102
FBgn0034354	GstE11	0.951617933352386	3.14415935950971	6.00850967028369	0.0142370470781672	0.632391624225394	3.14415935950971	2.71162456905229	0.0996194945004453
FBgn0034389	Mctp	2.9623132483693	3.39831169853276	67.3261406509336	2.30110019928292e-16	1.055075482635	3.39831169853276	9.57021189516142	0.00197759955408778
FBgn0034399	CG15083	2.75117732308059	2.21905620400115	28.1776802616387	1.10673488092902e-07	0.61423335484401	2.21905620400115	1.57263155552588	0.209825259274447
FBgn0034406	Jheh3	-0.574353900382259	7.78946584828394	4.59139536586588	0.0321328443821678	-0.0391916589273231	7.78946584828394	0.0210165343517019	0.884733922346256
FBgn0034417	CG15117	0.69985371908235	5.26527833810604	6.67728718521064	0.00976491282066455	0.277956618013558	5.26527833810604	1.08021518931092	0.298649421671983
FBgn0034420	CG10737	0.83670873391048	6.46857733870043	14.083712662288	0.000174851325239406	-0.0387706187341495	6.46857733870043	0.031747033420146	0.858583993867221
FBgn0034443	cer	1.04198188704099	1.7833125248797	3.97865932366129	0.0460802262907631	0.232561351308356	1.7833125248797	0.20579346993882	0.650084609931804
FBgn0034452	Oseg6	1.00971355570485	1.39943735678613	4.25444217224691	0.0391478031463042	1.23474438988603	1.39943735678613	6.38234341304947	0.0115261147365883
FBgn0034534	maf-S	-0.720623029179931	4.94596463557734	3.99736985051651	0.0455713244454692	-0.0891753204486668	4.94596463557734	0.0603648428134829	0.80592021813552
FBgn0034538	CG16799	1.70726218120594	2.60288701135692	11.6425465599752	0.000644602961728435	-0.272987058958828	2.60288701135692	0.327264392666994	0.567274370157586
FBgn0034542	Fem-1	-0.502835728853978	5.18235378920057	4.46267206530253	0.0346432652367272	-0.194230840453739	5.18235378920057	0.663985229682005	0.415156522955383
FBgn0034577	cpa	0.668003781902585	6.63202389080822	6.96999580805262	0.00828876908992337	-0.0753364252547131	6.63202389080822	0.0922876217010753	0.761288816728932
FBgn0034582	Cht9	1.55673251383561	4.18372251093009	13.6886419034851	0.000215755440693419	1.1268946281764	4.18372251093009	7.42628302446831	0.00642779771799668
FBgn0034583	CG10527	0.796021011557874	3.97044747256638	6.58367243595038	0.0102918341492	0.591406597959046	3.97044747256638	3.68814370573803	0.054800573650702
FBgn0034605	Ugt49C1	3.4197634695258	1.26171652441531	29.159382307116	6.66621462756002e-08	2.56493236154732	1.26171652441531	17.1050807797277	3.53675632976232e-05
FBgn0034628	Acox57D-p	-1.32427942844003	7.52934086076985	33.6558695397588	6.57761039159187e-09	-0.199052192980532	7.52934086076985	0.749322707921863	0.386690750196295
FBgn0034629	Acox57D-d	-0.623580100529819	6.91816539368313	5.5589641977946	0.0183862896163905	-0.170252665320995	6.91816539368313	0.409539143498861	0.522203510616771
FBgn0034663	CG4363	0.722106066119556	6.15299379008943	5.13821978534395	0.0234046362399837	1.07865529896782	6.15299379008943	11.1851265981509	0.000824556300394832
FBgn0034670	CG13488	2.19702150580957	1.39670152206213	8.51647048385397	0.00351946418441683	-0.433276330067226	1.39670152206213	0.374045846730411	0.540807152235991
FBgn0034709	Swim	1.87676455228894	5.21359816392891	25.7863590956871	3.81374334001002e-07	0.0476721266459607	5.21359816392891	0.0188823911139657	0.890704187634431
FBgn0034724	babos	1.29067176770463	1.34859816959037	4.73874368114494	0.0294905994721209	-1.51571769200704	1.34859816959037	6.66931998449739	0.00980866063032875
FBgn0034761	CG4250	0.809844073771992	4.7608089917649	5.76972353800699	0.0163045993223739	1.06779218725401	4.7608089917649	9.87860141010563	0.00167211988932217
FBgn0034783	CG9825	1.43492255275865	5.08828458959644	12.9313563334166	0.000323123573268812	1.98902674234437	5.08828458959644	23.6947179701451	1.12891953982505e-06
FBgn0034860	CG9812	-0.734576342374716	3.0051580509711	4.12510686576501	0.0422513520149587	0.0125843244564188	3.0051580509711	0.0012100297009674	0.972250797965148
FBgn0034968	RpL12	-0.437377057660477	8.94580122732859	4.03093342488148	0.0446732175828246	0.101194321359226	8.94580122732859	0.211390110547143	0.64568002469575
FBgn0035041	CG13594	0.966095997685151	2.39421228153377	4.50969516991988	0.0337032467357238	0.287378270924025	2.39421228153377	0.412771907896229	0.520565936810454
FBgn0035049	Mmp1	0.638107405874724	8.893840064788	5.81789848714095	0.0158638880550973	0.130489949697961	8.893840064788	0.250746046411479	0.616550252497474
FBgn0035097	CG13405	4.83167023722861	0.515950058601833	19.7785674551233	8.69522545467134e-06	2.69867974872588	0.515950058601833	6.86528765962548	0.00878860993638488
FBgn0035137	CG1233	-0.518218127874472	5.64583242208179	3.95365880593913	0.0467695739397904	-0.207904733418146	5.64583242208179	0.632894890874297	0.426295433084343
FBgn0035143	Ppm1	1.21825482207236	1.14418470625406	4.36902369739532	0.0365979547814066	1.67729445359019	1.14418470625406	8.18746269372689	0.00421808777375175
FBgn0035206	sturkopf	-0.705687261130578	4.92493932859769	8.09110442773561	0.00444830467836488	0.00585940266470305	4.92493932859769	0.000552250111766739	0.981251436589005
FBgn0035244	ABCB7	-0.541126957209724	6.15372639360171	5.56856506364031	0.0182857399669324	-0.0618705360188793	6.15372639360171	0.0719659081880195	0.788495634890715
FBgn0035267	CG13921	-1.28226290652617	2.70061719914157	10.5957660180279	0.00113346927835201	-0.0290309894686097	2.70061719914157	0.00550903666715641	0.940833036425676
FBgn0035355	CG16985	1.39393374044393	3.89636028627099	8.8723867151693	0.00289516381021702	-0.267790175833304	3.89636028627099	0.359532288045344	0.548766105528934
FBgn0035356	CG16986	2.53829676939344	4.16053307716533	33.9144443164251	5.75895567642579e-09	-0.288951463524108	4.16053307716533	0.526152167498802	0.468229075748951
FBgn0035375	Pgant6	0.437041168225752	6.07116481765758	3.96122914837035	0.0465596941591431	-0.139256914984622	6.07116481765758	0.413395069591573	0.520251312701099
FBgn0035383	CPT2	-0.615558664547692	5.74776523353511	6.10003801050534	0.0135178974149364	-0.0771614047139455	5.74776523353511	0.0947761634962703	0.758190861147691
FBgn0035390	scramb2	0.896663429944931	3.49521517620268	9.58070449029182	0.00196632940944247	0.51369135220209	3.49521517620268	3.21482238040727	0.0729741110413942
FBgn0035422	RpL28	-0.487409027413608	8.7840400720015	3.86379739994754	0.0493385402983354	0.171729006284823	8.7840400720015	0.467527824738909	0.494126688591769
FBgn0035440	CG14969	0.621702736183181	3.26381679776213	3.93465022423347	0.0473009761145053	0.658365459324629	3.26381679776213	4.43881994661628	0.0351305216082881
FBgn0035444	CG12012	0.641468207950479	4.40831076472725	4.02297983216329	0.0448843441556107	0.514887791064417	4.40831076472725	2.61825295355317	0.105640692739018
FBgn0035445	Ids	1.2228893794907	2.26376159881443	7.3427852295508	0.00673324349616805	1.56372326263128	2.26376159881443	11.8673332468403	0.000571271542413127
FBgn0035488	CG11593	0.781252002688797	4.4593523678814	9.0803692822806	0.00258367871469332	0.358495550467162	4.4593523678814	1.95956195676505	0.16156017414748
FBgn0035517	CG1265	0.649303460229862	4.49368115890419	4.9680762926638	0.0258193486682337	-0.329045179144427	4.49368115890419	1.32947850123246	0.248898014136045
FBgn0035575	CG7509	1.45378189848651	1.10926026996613	6.11503640190102	0.0134036652869242	1.5663621925325	1.10926026996613	7.12180361767944	0.00761520579680492
FBgn0035583	hoka	0.447355832761	8.10908723425266	4.28306555389406	0.038493862428733	0.157779913536414	8.10908723425266	0.541644151683542	0.461752134351248
FBgn0035588	Dhrs4	-0.667602235047897	5.5637120661929	6.12927173388792	0.0132961629355741	0.160585244552845	5.5637120661929	0.34688051583079	0.555884328555937
FBgn0035608	blanks	10.667703620246	1.54590966540635	82.4654254733349	1.07534782601733e-19	1.7191654648024	1.54590966540635	0.842814884426991	0.358592951523329
FBgn0035666	Jon65Aii	-1.69788592867042	10.4313160788491	34.9067099934646	3.45886793314791e-09	0.397312190726231	10.4313160788491	1.83178877692399	0.175916410120147
FBgn0035699	CG13300	3.30775186106657	1.89114987939427	6.3313666741266	0.0118620872547827	-0.196694772238936	1.89114987939427	0.0292105053647802	0.864293895682469
FBgn0035708	axed	1.92878186015668	3.91456672107012	16.3807267419838	5.18093736547182e-05	-0.11416376199629	3.91456672107012	0.0653774706496222	0.798190074624047
FBgn0035715	Ist1	0.596752874871031	6.39505828973253	5.9513428392351	0.0147060793786923	-0.179923204972781	6.39505828973253	0.562526106682881	0.453244222677845
FBgn0035726	CG9953	1.01871724428293	5.89382808651119	19.9902601370725	7.7837634673355e-06	0.0241434093749386	5.89382808651119	0.0118823381273323	0.91319762190829
FBgn0035743	Acbp6	1.19457859910682	2.63262529353172	5.24861138557347	0.0219642923938455	-1.51867414339845	2.63262529353172	8.99459848200611	0.00270778761785234
FBgn0035767	Cln7	0.713864073833331	5.4372785261036	9.80271914662511	0.0017425402336782	0.0242418854126843	5.4372785261036	0.0117160066221009	0.913804916440977
FBgn0035772	Sh3beta	0.695652297805923	6.59243081760881	8.48044417994783	0.003589844410919	0.049999295746709	6.59243081760881	0.0454337315992532	0.831208485916533
FBgn0035779	CG8562	-1.50794500161651	10.1992181993807	13.5998697516726	0.000226201219575829	0.0333716347669027	10.1992181993807	0.00648735908907838	0.935804488636395
FBgn0035781	CG8560	-1.22319417931076	10.2508148460225	9.68416439761222	0.0018586289393575	0.159318987272917	10.2508148460225	0.158668008259951	0.690385821304342
FBgn0035886	Jon66Ci	2.0442729464359	7.26555868442628	6.57676244934538	0.0103318646831376	-2.61619314389851	7.26555868442628	12.4512055718779	0.000417722111844108
FBgn0035995	CG3529	0.731882187606646	6.90460553217785	8.27298083629429	0.00402393875618193	0.0588418321465989	6.90460553217785	0.0556058645230015	0.813580916929523
FBgn0036058	CG6707	0.534884780299562	5.6988584989913	5.54728742401255	0.0185093502442138	-0.178630583024582	5.6988584989913	0.639693771779754	0.423821708586585
FBgn0036141	wls	0.631890962158452	4.08542887596162	5.82352039673044	0.0158132642049852	0.313189489660207	4.08542887596162	1.45725797714283	0.227366909641315
FBgn0036242	CG6793	-1.89160902031537	3.49634968507834	16.4521924554211	4.98924477904349e-05	0.233128666544361	3.49634968507834	0.249239480519272	0.6176110923455
FBgn0036272	Sms	-0.55352853810946	4.53508728695965	4.56545919863184	0.032622927405914	0.0872993028856053	4.53508728695965	0.112551798752449	0.73725744431434
FBgn0036287	CG10663	0.749290796254981	2.82099666754093	4.0792915936463	0.0434118557314162	-0.117873943595578	2.82099666754093	0.104302652429634	0.74672613247197
